"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
3703,33,"Female",6,22,6,1,"Basic","Quarterly",252,4,0,"Retained","26-35","Early (1-12m)","Low (100-299)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
3704,27,"Male",24,24,2,15,"Basic","Quarterly",974,9,0,"Retained","26-35","Growing (13-24m)","High (900-1000)","High (19-24)","Low (1-2)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
3705,58,"Male",43,28,10,11,"Premium","Monthly",277,14,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
3706,33,"Female",3,4,4,16,"Premium","Annual",692,22,0,"Retained","26-35","Early (1-12m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
3707,59,"Female",60,11,1,25,"Basic","Monthly",269,29,1,"Churned","56-65","Champion (49-60m)","Low (100-299)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
3708,25,"Male",41,6,10,0,"Basic","Quarterly",716,19,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","On Time","Concerning (15-21d)","Medium"
3709,54,"Female",57,13,6,22,"Basic","Annual",732,13,1,"Churned","46-55","Champion (49-60m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
3710,48,"Male",18,13,4,29,"Premium","Monthly",717,19,0,"Retained","46-55","Growing (13-24m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
3711,65,"Male",53,13,1,24,"Standard","Monthly",427,12,0,"Retained","56-65","Champion (49-60m)","Mid-Low (300-499)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
3712,23,"Male",49,18,4,11,"Standard","Monthly",791,5,0,"Retained","18-25","Champion (49-60m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
3713,48,"Female",6,27,1,23,"Basic","Quarterly",219,22,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
3714,47,"Male",30,14,3,25,"Standard","Monthly",707,17,0,"Retained","46-55","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
3715,65,"Female",16,30,1,13,"Premium","Annual",502,19,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
3716,27,"Female",19,11,9,28,"Premium","Annual",452,19,1,"Churned","26-35","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
3717,23,"Female",59,16,3,1,"Premium","Monthly",469,16,0,"Retained","18-25","Champion (49-60m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
3718,50,"Female",48,23,6,11,"Standard","Monthly",835,13,0,"Retained","46-55","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
3719,27,"Male",47,15,8,12,"Standard","Annual",785,26,0,"Retained","26-35","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3720,42,"Male",54,30,5,29,"Basic","Annual",865,1,1,"Churned","36-45","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
3721,51,"Female",55,29,5,25,"Basic","Monthly",490,17,1,"Churned","46-55","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
3722,19,"Female",9,6,6,16,"Premium","Quarterly",561,16,0,"Retained","18-25","Early (1-12m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
3723,37,"Male",54,7,9,17,"Standard","Quarterly",567,14,1,"Churned","36-45","Champion (49-60m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","High"
3724,64,"Female",33,5,2,8,"Premium","Quarterly",475,29,0,"Retained","56-65","Established (25-36m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
3725,18,"Female",33,28,3,24,"Basic","Annual",563,6,0,"Retained","18-25","Established (25-36m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","High"
3726,53,"Female",2,27,10,23,"Premium","Monthly",111,4,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
3727,25,"Male",24,27,5,29,"Basic","Monthly",281,18,1,"Churned","18-25","Growing (13-24m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
3728,63,"Female",17,16,2,12,"Standard","Monthly",566,23,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Moderate (13-18)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
3729,48,"Female",23,3,6,1,"Basic","Quarterly",904,26,0,"Retained","46-55","Growing (13-24m)","High (900-1000)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","High"
3730,33,"Male",29,1,6,30,"Basic","Quarterly",986,13,1,"Churned","26-35","Established (25-36m)","High (900-1000)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
3731,64,"Female",8,6,4,30,"Basic","Quarterly",969,27,0,"Retained","56-65","Early (1-12m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
3732,23,"Male",58,11,1,12,"Premium","Annual",503,3,0,"Retained","18-25","Champion (49-60m)","Mid (500-699)","Low (7-12)","Low (1-2)","Moderately Late (8-15d)","Recent (1-7d)","Low"
3733,57,"Female",21,13,0,2,"Standard","Monthly",107,3,0,"Retained","56-65","Growing (13-24m)","Low (100-299)","Moderate (13-18)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
3734,55,"Male",31,10,3,4,"Premium","Annual",571,11,0,"Retained","46-55","Established (25-36m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
3735,30,"Female",56,11,2,30,"Basic","Quarterly",659,13,0,"Retained","26-35","Champion (49-60m)","Mid (500-699)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
3736,51,"Female",21,7,9,27,"Premium","Monthly",865,22,1,"Churned","46-55","Growing (13-24m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
3737,49,"Male",60,16,5,4,"Premium","Monthly",819,22,0,"Retained","46-55","Champion (49-60m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
3738,41,"Male",40,14,4,7,"Basic","Annual",764,15,0,"Retained","36-45","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
3739,29,"Male",49,22,9,1,"Premium","Monthly",387,2,0,"Retained","26-35","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
3740,31,"Female",38,16,1,8,"Basic","Annual",275,23,0,"Retained","26-35","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
3741,50,"Male",58,9,7,17,"Basic","Quarterly",622,30,1,"Churned","46-55","Champion (49-60m)","Mid (500-699)","Low (7-12)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
3742,43,"Female",46,6,4,1,"Premium","Monthly",311,22,0,"Retained","36-45","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Low"
3743,56,"Female",28,18,9,15,"Basic","Annual",834,30,0,"Retained","56-65","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3744,65,"Female",24,26,10,1,"Premium","Quarterly",534,4,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
3745,32,"Male",60,1,9,16,"Standard","Quarterly",742,21,1,"Churned","26-35","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","Critical"
3746,51,"Male",31,24,7,5,"Standard","Annual",163,14,0,"Retained","46-55","Established (25-36m)","Low (100-299)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
3747,37,"Male",46,12,4,23,"Basic","Quarterly",458,21,0,"Retained","36-45","Loyal (37-48m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
3748,41,"Female",5,14,7,10,"Standard","Quarterly",410,14,0,"Retained","36-45","Early (1-12m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
3749,62,"Female",3,8,0,8,"Standard","Quarterly",334,3,0,"Retained","56-65","Early (1-12m)","Mid-Low (300-499)","Low (7-12)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
3750,40,"Female",56,1,7,30,"Standard","Annual",592,11,1,"Churned","36-45","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
3751,33,"Male",32,28,9,5,"Premium","Quarterly",623,29,0,"Retained","26-35","Established (25-36m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
3752,63,"Female",6,8,3,8,"Basic","Annual",773,2,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
3753,35,"Female",15,20,6,29,"Premium","Quarterly",641,8,0,"Retained","26-35","Growing (13-24m)","Mid (500-699)","High (19-24)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
3754,31,"Male",8,28,6,25,"Premium","Monthly",183,21,0,"Retained","26-35","Early (1-12m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
3755,65,"Female",46,10,7,12,"Premium","Monthly",759,29,0,"Retained","56-65","Loyal (37-48m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3756,27,"Male",21,23,0,0,"Premium","Quarterly",511,16,0,"Retained","26-35","Growing (13-24m)","Mid (500-699)","High (19-24)","No Calls","On Time","Concerning (15-21d)","Low"
3757,47,"Male",48,6,0,23,"Standard","Monthly",495,15,0,"Retained","46-55","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","No Calls","Severely Late (23-30d)","Concerning (15-21d)","Medium"
3758,29,"Male",11,30,7,7,"Basic","Quarterly",446,15,0,"Retained","26-35","Early (1-12m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
3759,19,"Female",27,8,2,27,"Premium","Monthly",646,3,1,"Churned","18-25","Established (25-36m)","Mid (500-699)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","Medium"
3760,30,"Female",37,23,4,1,"Standard","Monthly",130,6,0,"Retained","26-35","Loyal (37-48m)","Low (100-299)","High (19-24)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Low"
3761,46,"Female",1,9,7,26,"Basic","Quarterly",703,22,0,"Retained","46-55","Early (1-12m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
3762,54,"Male",7,17,5,18,"Basic","Monthly",888,4,0,"Retained","46-55","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","High"
3763,51,"Female",56,14,0,16,"Standard","Monthly",102,28,0,"Retained","46-55","Champion (49-60m)","Low (100-299)","Moderate (13-18)","No Calls","Very Late (16-22d)","Neglected (22-30d)","Medium"
3764,24,"Female",43,30,8,19,"Premium","Monthly",416,7,1,"Churned","18-25","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
3765,44,"Male",7,10,1,6,"Premium","Quarterly",654,9,0,"Retained","36-45","Early (1-12m)","Mid (500-699)","Low (7-12)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
3766,62,"Male",12,15,8,22,"Premium","Annual",729,1,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
3767,27,"Female",57,6,4,23,"Basic","Quarterly",734,16,0,"Retained","26-35","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
3768,53,"Female",46,14,10,14,"Basic","Annual",907,2,0,"Retained","46-55","Loyal (37-48m)","High (900-1000)","Moderate (13-18)","Critical (9-10)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
3769,27,"Female",16,22,1,6,"Basic","Quarterly",275,11,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","High (19-24)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
3770,33,"Male",60,12,4,18,"Standard","Quarterly",995,20,0,"Retained","26-35","Champion (49-60m)","High (900-1000)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
3771,48,"Male",59,25,4,3,"Premium","Annual",941,3,0,"Retained","46-55","Champion (49-60m)","High (900-1000)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Low"
3772,56,"Male",1,12,7,16,"Basic","Monthly",698,10,0,"Retained","56-65","Early (1-12m)","Mid (500-699)","Low (7-12)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
3773,26,"Male",2,23,7,12,"Standard","Annual",710,26,0,"Retained","26-35","Early (1-12m)","Mid-High (700-899)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3774,55,"Female",8,4,2,24,"Premium","Annual",887,18,0,"Retained","46-55","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","High"
3775,37,"Female",31,2,8,15,"Premium","Monthly",387,5,0,"Retained","36-45","Established (25-36m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Recent (1-7d)","High"
3776,20,"Male",1,17,5,22,"Premium","Annual",661,29,0,"Retained","18-25","Early (1-12m)","Mid (500-699)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","Critical"
3777,37,"Male",49,25,1,28,"Basic","Monthly",879,10,0,"Retained","36-45","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
3778,38,"Male",45,3,10,4,"Premium","Monthly",571,11,0,"Retained","36-45","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Slightly Late (1-7d)","Mild Gap (8-14d)","High"
3779,34,"Female",50,1,3,5,"Premium","Annual",917,22,0,"Retained","26-35","Champion (49-60m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
3780,64,"Female",41,24,3,19,"Basic","Annual",328,30,0,"Retained","56-65","Loyal (37-48m)","Mid-Low (300-499)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
3781,37,"Male",53,13,6,3,"Basic","Annual",230,4,0,"Retained","36-45","Champion (49-60m)","Low (100-299)","Moderate (13-18)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
3782,45,"Female",28,11,8,5,"Premium","Monthly",584,13,0,"Retained","36-45","Established (25-36m)","Mid (500-699)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
3783,34,"Male",55,6,6,3,"Standard","Quarterly",536,27,0,"Retained","26-35","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
3784,51,"Female",52,24,9,3,"Basic","Quarterly",911,29,0,"Retained","46-55","Champion (49-60m)","High (900-1000)","High (19-24)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
3785,59,"Female",10,26,1,26,"Standard","Annual",559,24,0,"Retained","56-65","Early (1-12m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
3786,65,"Male",46,16,3,17,"Premium","Quarterly",276,22,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
3787,47,"Female",42,10,10,11,"Premium","Annual",184,24,0,"Retained","46-55","Loyal (37-48m)","Low (100-299)","Low (7-12)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3788,51,"Female",18,4,10,10,"Standard","Monthly",895,27,1,"Churned","46-55","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","High"
3789,61,"Female",40,8,4,6,"Standard","Annual",686,25,0,"Retained","56-65","Loyal (37-48m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Low"
3790,43,"Male",30,11,0,17,"Premium","Quarterly",941,13,0,"Retained","36-45","Established (25-36m)","High (900-1000)","Low (7-12)","No Calls","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
3791,31,"Female",53,7,9,21,"Basic","Monthly",666,11,1,"Churned","26-35","Champion (49-60m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
3792,38,"Male",47,13,3,24,"Premium","Annual",379,10,0,"Retained","36-45","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","High"
3793,40,"Male",17,26,9,15,"Standard","Monthly",734,16,0,"Retained","36-45","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
3794,44,"Male",41,1,3,30,"Basic","Annual",976,4,0,"Retained","36-45","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
3795,61,"Female",7,15,5,26,"Premium","Quarterly",437,24,1,"Churned","56-65","Early (1-12m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
3796,25,"Female",58,8,8,22,"Basic","Monthly",998,20,1,"Churned","18-25","Champion (49-60m)","High (900-1000)","Low (7-12)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
3797,56,"Male",21,26,2,13,"Standard","Annual",561,22,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
3798,59,"Male",20,30,10,19,"Standard","Monthly",299,23,0,"Retained","56-65","Growing (13-24m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
3799,57,"Male",7,23,8,18,"Basic","Quarterly",255,2,0,"Retained","56-65","Early (1-12m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
3800,61,"Male",50,9,7,12,"Basic","Annual",914,14,0,"Retained","56-65","Champion (49-60m)","High (900-1000)","Low (7-12)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
3801,21,"Male",47,21,6,11,"Basic","Monthly",845,26,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
3802,45,"Female",33,24,1,5,"Basic","Annual",684,13,0,"Retained","36-45","Established (25-36m)","Mid (500-699)","High (19-24)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
3803,55,"Female",4,3,7,22,"Standard","Annual",550,2,1,"Churned","46-55","Early (1-12m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
